18482 16606988.9230
14874 10959 2236.4651
11089 14874 3843.1211
11180 14874 777.0180
11394 14874 4098.9141
11446 14874 2728.0740
11667 14874 5956.0752
11985 14874 3270.2639
14874 12057 4385.3672
14874 12156 8355.4463
12311 14874 2868.9600
12486 14874 4256.1089
14874 12544 3455.0190
14874 12988 5787.5581
14874 13015 7355.4048
13141 14874 9080.0518
14874 13207 7811.7080
13278 14874 9014.1445
13307 14874 2466.6089
14874 13398 9508.6221
14874 13506 5847.3511
13540 14874 2998.3770
14874 13838 3754.8611
13863 14874 5321.9502
14012 14874 6033.7822
14874 14029 8464.2939
14874 14061 8192.3379
14388 14874 5691.6021
14874 14468 2483.1179
14874 14620 6192.7471
14696 14874 4713.8311
14874 14801 4793.8789
14927 14874 8429.2119
14874 15105 1073.3040
15228 14874 8087.2500
14874 15285 5044.4780
15632 14874 6317.7300
15676 14874 4043.3250
14874 15684 8314.7422
15748 14874 703.0970
15836 14874 4915.1230
15856 14874 3700.0540
14874 15896 7475.5591
14874 15962 886.4950
14874 15972 9487.6133
16023 14874 4830.9639
14874 16163 9966.5469
14874 16185 9815.6729
14874 16242 6361.4609
16251 14874 4949.5078
16314 14874 9324.2959
14874 16333 2208.8120
14874 16694 7947.8862
14874 16721 5595.5088
16841 14874 47.1150
16934 14874 3981.6680
14874 16979 4059.8030
17096 14874 8239.4531
17242 14874 2189.6221
14874 17255 9059.2734
17391 14874 4432.2002
17721 14874 9419.8047
14874 17727 6369.5049
14874 17758 2861.4131
14874 17767 493.1090
14874 17775 4456.7549
17778 14874 7905.8911
14874 17916 6810.8389
17972 14874 1016.4320
14874 17973 8736.9863
14874 18035 30.2880
14874 18234 8447.9072
18250 14874 2437.0400
14874 18258 7505.8472
14874 18484 9334.4023
14874 18553 4441.0049
184 8404 4853.1631
8404 255 1817.3020
8404 802 4256.6792
8404 811 1214.6240
965 8404 6766.8101
8404 981 6097.3271
8404 1019 3423.4370
8404 1032 4714.6958
1063 8404 4209.1880
8404 1136 5986.9038
1288 8404 1212.7159
8404 1350 785.3440
1724 8404 4226.3569
1788 8404 3402.3379
1825 8404 9844.6172
8404 1937 8658.5576
8404 2064 2822.1431
2097 8404 6214.1221
8404 2124 4036.3230
2359 8404 5831.6040
2363 8404 3187.2290
2516 8404 4458.5659
8404 2539 5158.7949
8404 2582 4203.6611
2737 8404 3195.5520
2873 8404 5189.0840
3013 8404 5167.9209
3103 8404 5632.5928
3104 8404 5211.2832
3143 8404 4502.3232
8404 3668 73.5980
8404 3724 64.4470
3793 8404 6319.6250
3937 8404 6846.6289
3988 8404 1279.0710
4209 8404 5602.7881
4347 8404 5460.3081
8404 4363 7218.8599
8404 4445 317.4840
4604 8404 9669.4971
8404 4761 3205.7639
8404 4877 1530.2010
8404 4915 454.8410
8404 4921 9948.4736
8404 4961 4932.5391
8404 5145 299.4580
8404 5172 1123.3840
5377 8404 271.0350
8404 5469 9029.9326
5486 8404 5159.7070
5622 8404 6102.6392
5737 8404 2217.1621
8404 5743 2134.6250
8404 5855 3777.7871
8404 6000 8937.1758
6047 8404 5330.1782
6067 8404 8966.8711
8404 6088 4105.0972
6490 8404 3479.1230
6633 8404 4178.1538
6652 8404 1123.7720
6671 8404 3552.7209
6850 8404 6758.9531
8404 7057 9959.7500
7241 8404 2915.7029
7563 8404 554.3770
8404 7604 5562.5381
8404 7750 8376.0107
8404 8013 289.5890
8683 8404 5880.0220
8404 9139 561.8600
8404 9170 6011.7061
9222 8404 9926.5752
8404 9398 1016.7010
9430 8404 5960.1802
8404 9434 4859.1152
9529 8404 3832.5120
8404 9590 9599.9160
8404 9685 7646.5020
8404 9890 5378.7969
10003 8404 7275.9751
8404 10354 6265.4932
10354 8404 6265.4932
10615 8404 9410.5996
10628 8404 43.2800
8404 10680 6533.1348
8404 10959 4740.7778
8404 11028 9010.1514
11180 8404 3154.5840
8404 11484 8219.9014
11667 8404 5704.6582
11985 8404 4278.3569
8404 12057 4288.9751
12150 8404 4979.9629
8404 12311 4238.1069
8404 12486 9721.0303
12544 8404 5534.3398
8404 12833 9800.6445
8404 12896 613.3930
13015 8404 8340.2822
8404 13307 8197.0186
13383 8404 1175.2540
13506 8404 4351.9878
8404 13763 8123.5952
13863 8404 4708.3071
8404 14012 2828.5200
8404 14029 5499.0620
8404 14061 8540.8193
14200 8404 2428.4360
14388 8404 3145.5640
14823 8404 6435.9678
14862 8404 9704.4111
14874 8404 9411.0566
14927 8404 4031.9280
8404 15055 9115.0107
8404 15105 1970.6899
15260 8404 3081.4150
15632 8404 6372.1421
8404 15676 3497.1931
8404 15718 6236.0000
15748 8404 4592.0430
15796 8404 1718.2030
8404 15856 514.3570
8404 15896 1397.3700
15962 8404 6698.1670
16163 8404 7268.8159
8404 16242 1118.4000
16333 8404 4748.8589
16718 8404 9585.8135
8404 16811 1731.7939
8404 16841 3089.1411
16934 8404 299.1840
8404 17053 5423.3999
17242 8404 9957.4814
17255 8404 8422.7793
17674 8404 131.7070
17721 8404 2786.0010
8404 17740 6438.1929
17758 8404 8672.5273
8404 17767 7730.7891
8404 17916 9583.7568
17973 8404 7624.8472
8404 18172 9951.5518
18234 8404 1511.1670
8404 18258 1656.7750
18536 8404 9066.5645
18553 8404 5998.2090
18585 8404 7254.5430
8404 18612 7955.0581
4363 417 9495.4023
4363 430 3490.5430
430 4363 3490.5430
1019 4363 1213.6060
1036 4363 6521.2520
4363 1119 6460.8242
4363 1598 7911.7729
4363 2263 6306.4199
2267 4363 95.5760
4363 2277 5176.9839
4363 2608 5892.2329
4363 2651 4343.7222
2949 4363 782.4780
3140 4363 6191.4170
3143 4363 9767.1221
4363 3288 739.9590
3311 4363 7130.5488
3752 4363 9898.8301
4156 4363 6042.3130
4363 4423 3568.7419
4363 4513 1087.7090
4915 4363 3773.1021
4363 5172 5668.8521
4363 5226 8712.5557
4363 5383 3724.6550
5510 4363 9696.3711
4363 5941 2885.6841
4363 6039 5307.5708
4363 6094 5694.5801
4363 6490 140.2270
6580 4363 3262.6289
4363 7554 5189.9819
8186 4363 3630.7700
8403 4363 8326.0820
4363 8404 8919.9404
9434 4363 2668.3740
4363 9529 7303.2578
9529 4363 7303.2578
10150 4363 8974.7939
4363 10506 7398.8350
10615 4363 4525.0498
11380 4363 7383.3789
4363 11582 1742.5570
12925 4363 5307.5278
4363 13015 6091.1479
4363 13067 1509.6801
4363 13123 8563.8389
13287 4363 5738.0488
4363 13581 3924.8621
4363 14177 4606.1519
4363 14299 9306.7920
4363 14874 5012.5708
14927 4363 895.6070
15632 4363 7491.9961
15790 4363 3725.1270
16148 4363 7136.6138
4363 16242 7188.3672
4363 16525 6610.8110
16696 4363 4960.5371
16934 4363 5399.2988
4363 17083 6751.0381
4363 18160 8223.1660
4363 18250 3105.6331
4363 18497 2898.1599
2536 8111 9065.5996
881 8111 2025.5740
1471 8111 8082.8862
2417 8111 6368.8589
2536 8111 1373.6390
8111 3134 9574.0322
8111 3887 6284.0459
4090 8111 5898.6890
5212 8111 9473.7627
8111 7423 542.9550
8111 7795 3722.5691
8111 9917 5564.9121
12219 8111 2052.6350
8111 13134 2286.4089
8111 13373 1302.9611
14696 8111 5977.4971
16842 8111 9408.9131
8111 17194 3126.1050
17224 8111 3506.4199
18347 8111 2820.8721
7795 5212 618.1010
8111 7795 9747.9004
7795 5212 2473.8379
8111 5212 322.8200
5278 6503 6358.7109
6503 6976 7434.3750
10540 6503 5722.1191
10541 6503 5626.1021
6503 11663 8173.8931
6503 11955 8827.7529
6503 14504 1040.6140
6503 15310 7239.4941
6503 17219 853.3270
6503 18376 1639.8530
10540 6503 6124.7051
6692 10540 4743.3179
6694 10540 1213.8850
8105 10540 4925.1030
10540 8136 3158.3601
9011 10540 687.6490
10540 9973 5468.0581
10540 10210 6880.9292
11066 10540 8768.9131
10540 11140 37.0460
10540 11778 1683.6899
11967 10540 2588.2261
13030 10540 6014.5430
10540 15310 3608.9561
10540 16381 8230.6836
10540 16418 2037.3160
15310 309 6429.8281
15310 2502 1365.1370
4167 15310 1785.2159
5039 15310 8903.6670
5981 15310 1687.9580
6036 15310 660.2790
15310 6503 8854.3936
6694 15310 9926.4287
7756 15310 8802.7334
8007 15310 7028.2881
15310 8136 1270.5341
15310 8590 9843.3477
15310 8748 6784.1338
8901 15310 4640.2129
15310 9011 3999.5530
15310 9973 5425.1909
10035 15310 9383.5322
15310 10540 5213.4380
10794 15310 350.2940
10984 15310 2541.8921
15310 11066 8417.4395
15310 11929 5818.3521
15310 11944 1939.1730
13283 15310 9702.7041
15310 13290 5855.3979
15310 13932 3622.8640
15601 15310 4807.2832
15310 15615 4386.2939
15310 15706 9748.1719
16479 15310 3037.9670
15310 17179 6423.6099
17296 15310 8694.3516
15310 17617 4403.1040
18449 15310 725.1780
184 2459 114.3710
2459 250 8607.4141
538 2459 1385.4570
2459 541 8968.7656
2459 839 1050.1960
2459 940 188.1910
1026 2459 5997.0542
2459 1184 2320.7300
2459 1279 2547.8911
1358 2459 5297.5400
1381 2459 6960.9438
1574 2459 6547.4438
1840 2459 722.7310
2459 2116 6344.4761
2459 2278 4277.2339
2459 2656 3589.3770
2459 2790 1402.7200
2459 2910 2694.6741
3033 2459 9407.7285
2459 3208 3341.8931
3217 2459 4913.7300
3370 2459 7779.4800
4797 2459 9481.1094
4886 2459 9721.0127
4939 2459 4682.1260
2459 5483 9229.2812
6374 2459 5275.3320
7479 2459 3622.0879
2459 8832 7923.6338
9205 2459 9678.4365
2459 9762 4347.2661
2459 9950 8038.0049
9968 2459 802.2030
10189 2459 5732.7231
10255 2459 9523.1230
2459 10509 1852.3990
10592 2459 8437.2656
10625 2459 8036.5288
10679 2459 6689.4819
10826 2459 985.1570
10886 2459 3334.0691
10892 2459 3650.4260
10996 2459 7532.6011
12811 2459 6573.1519
12812 2459 2511.2539
12819 2459 1809.8361
2459 13054 162.5290
13147 2459 3913.9741
2459 13344 7020.8618
13458 2459 2086.6111
2459 13609 9772.2188
13668 2459 1934.5920
2459 14039 2382.4431
14683 2459 9253.3291
14788 2459 1655.6060
14808 2459 7064.5688
2459 15043 998.9620
2459 15591 6930.9380
2459 16053 686.6570
16946 2459 1438.9480
2459 17457 9125.7266
18564 2459 5033.9229
18739 2459 1993.3060
250 10592 2444.2830
10592 541 3282.9980
10592 839 1516.4290
940 10592 6813.0342
10592 1026 1720.2650
10592 1184 2069.3110
1279 10592 3502.5161
10592 1358 2705.4221
10592 1574 5403.3799
2459 10592 2754.3760
10592 2656 4492.8848
2910 10592 2180.5481
3033 10592 7080.5640
10592 3208 4655.4141
10592 3370 8610.8740
4797 10592 4101.4258
10592 4939 9258.3770
6374 10592 899.4460
8832 10592 8552.3701
10592 9205 1640.8199
9950 10592 2669.1270
10592 9968 2724.3279
10255 10592 8705.3887
10592 10886 3668.0891
10996 10592 2171.6189
12811 10592 1908.3979
10592 12812 7623.3901
10592 12819 1297.3459
13147 10592 6942.3208
10592 13458 9616.6963
13668 10592 6257.9810
14788 10592 2741.6721
10592 14808 3649.4771
10592 15591 3071.0161
16053 10592 4461.9370
17457 10592 5718.7881
18564 10592 9089.8838
18739 10592 9683.7109
13695 2687 3638.5210
4704 13695 8759.1787
11108 13695 2438.0869
13695 11694 8131.4058
13695 15143 3456.0791
13695 15862 9518.6514
15873 13695 5303.1719
1885 15862 4583.3062
2202 15862 6136.4292
15862 3329 4561.5498
4490 15862 7999.1040
15862 4704 4688.7998
15862 5435 8718.7217
15862 7081 668.2310
15862 12249 9940.4639
12249 15862 9940.4639
13695 15862 6852.6719
15862 15046 9584.7471
15862 15513 1848.8621
15862 17386 4476.0620
17982 15862 3398.4460
889 1358 8791.1836
889 2918 4092.7581
889 5531 2172.7791
15520 889 4049.2080
889 5531 258.5880
40 1945 7760.1470
1945 106 8511.1445
133 1945 5977.3760
1945 235 6850.0322
2104 1945 8194.8564
2544 1945 9615.8975
3443 1945 8125.5630
1945 3721 3149.2959
4135 1945 7747.3032
1945 4361 1581.6420
1945 4362 5184.2988
1945 4791 5566.8281
4924 1945 8681.2998
5252 1945 1320.7290
5844 1945 128.3780
6457 1945 8525.8809
6919 1945 1363.4520
1945 7221 7348.6348
7241 1945 8455.3613
1945 7893 1303.9160
1945 8024 6717.6602
8355 1945 8040.1089
9525 1945 3152.7791
9582 1945 1193.7220
9595 1945 3954.9070
1945 9874 4460.3149
9967 1945 7802.8330
10059 1945 8644.0381
10076 1945 8509.5234
10077 1945 8061.4209
10383 1945 6404.1860
10505 1945 7020.6680
10833 1945 6555.1489
11130 1945 3254.2180
11187 1945 7731.8760
11201 1945 6171.0469
11501 1945 1379.7810
11637 1945 3397.5239
12273 1945 6434.7021
12891 1945 5477.7749
13443 1945 8581.8242
13812 1945 2001.5300
1945 14037 4159.0762
15046 1945 2418.9050
15373 1945 4646.2598
1945 15427 3355.8320
1945 15767 3461.1379
1945 16911 6009.7129
16926 1945 3220.8201
1945 16973 1916.4990
1945 18012 7313.6289
1945 18569 9938.4805
18646 1945 2472.9600
1945 18671 2982.7600
1945 18690 3648.5540
3721 1945 8944.2188
1971 3721 7443.0752
2104 3721 1451.3870
2544 3721 7588.2578
3726 3721 5952.5981
4009 3721 2029.1600
3721 6596 3992.4441
8309 3721 5489.6182
3721 9575 8584.3096
3721 10378 7246.6621
10505 3721 5737.8472
3721 12893 7271.7090
3721 13068 1142.7950
3721 13443 1651.7230
3721 13649 3706.4109
13812 3721 9136.9219
15427 3721 233.5470
15958 3721 8224.2939
3721 16859 3295.9980
16973 3721 5168.8042
3721 17444 2870.5540
16677 822 9168.1826
1250 16677 1146.2939
16677 1620 8880.2666
16677 1889 2389.0029
16677 4901 3062.7939
16677 5249 8710.2490
16677 6116 2327.4829
6648 16677 8052.1060
16677 7934 1693.0090
16677 8115 5976.0371
9180 16677 6996.3262
10255 16677 9136.0850
16677 12249 7605.0352
14832 16677 4489.2891
14936 16677 1093.3800
16677 15974 5611.0059
17704 16677 3073.5991
1311 14936 856.3940
14936 1449 3865.2051
2584 14936 2861.6599
14936 2846 1999.1890
3303 14936 5516.9282
3305 14936 6568.0718
3752 14936 1136.1110
4490 14936 8266.8281
14936 4901 4792.3662
14936 6937 6948.4619
14936 7662 5951.9839
14936 7699 179.2720
14936 8183 6116.6450
8803 14936 7098.2788
14936 9358 9059.5400
9421 14936 1022.0000
14936 9895 161.0730
14936 10507 7769.7891
14936 10609 5865.8350
14936 10935 729.5310
14936 11980 1979.1500
12244 14936 1841.8719
14936 12249 7725.8569
14936 14232 1115.2350
15056 14936 4302.0010
14936 15305 4826.7930
15427 14936 1236.6230
16135 14936 8791.2910
16677 14936 5920.1729
16997 14936 6847.6289
14936 17092 4381.2422
17316 14936 9292.9189
14936 18122 3229.1860
12249 47 7242.9028
12249 669 1292.1080
12249 823 8746.1143
1077 12249 6327.3271
1184 12249 4944.5718
1801 12249 7012.9419
2202 12249 3636.0449
12249 2399 4409.3862
2584 12249 2964.9270
12249 3303 3815.3169
12249 3583 3042.3831
12249 3713 2579.5581
4490 12249 2874.8569
12249 4704 6580.7349
4809 12249 2740.6311
12249 4857 3160.9980
4875 12249 2446.5701
12249 4901 5986.5142
12249 5368 5140.1489
5435 12249 4288.4419
5693 12249 3712.3721
6500 12249 8771.7363
7057 12249 1106.7960
7612 12249 1055.5170
12249 7934 2524.7109
12249 7972 9898.0869
12249 8015 6975.6909
12249 8572 1888.6920
12249 9346 6795.6812
10006 12249 6268.6099
10494 12249 5117.8779
12249 10507 4038.5840
12249 10935 77.0710
11559 12249 3863.9929
12249 11694 365.9110
11913 12249 7537.9951
12249 12011 3393.2871
12249 12597 4001.9561
12820 12249 4463.7329
12249 13314 8874.5664
12249 13359 333.6260
12249 13591 22.4680
12249 13666 1454.1240
12249 13923 5724.8350
13973 12249 6603.2031
14160 12249 6711.1069
12249 14232 1402.1860
14363 12249 9049.7734
12249 14427 2697.6221
12249 14669 9058.6865
14889 12249 5854.5669
12249 14936 8926.3457
15056 12249 7830.4229
15449 12249 6961.3628
12249 15565 9981.8633
12249 15643 355.1350
15862 12249 9375.8018
15974 12249 9473.9062
16083 12249 4760.1792
12249 16677 6171.4839
12249 16997 8258.8691
12249 17316 9878.0576
12249 17704 2726.4199
12249 18121 852.2920
12249 18127 6258.4028
12249 18278 5608.6841
12249 18448 8390.2871
4901 1184 2168.0420
4901 2584 2126.9919
3422 4901 5370.3721
3583 4901 3558.9609
4901 3611 2460.6179
4059 4901 5392.8398
4901 4286 7529.4370
4901 4490 8185.4541
4901 5176 4512.3950
4901 6044 4240.5449
4901 6139 9587.6396
4901 7786 3562.1680
7934 4901 9454.5186
4901 9594 8646.3271
4901 10507 1933.0870
10935 4901 897.2170
4901 11985 8993.1016
4901 12011 1410.8030
4901 12249 879.0800
12739 4901 1864.5890
13226 4901 786.6050
13792 4901 2869.3391
14427 4901 6624.7690
4901 14936 9474.4414
15305 4901 1128.2080
4901 15449 9019.1787
16677 4901 2200.8621
4901 16704 1980.5000
16997 4901 5277.5820
4901 17092 7809.5459
17316 4901 2887.1389
9967 1945 7445.6240
8344 9967 9936.5381
9348 9967 8257.5107
17844 9967 3520.9370
18012 9967 4913.5088
4957 379 6166.7031
4957 423 1050.3750
4957 778 3098.9629
791 4957 679.0980
4957 952 7807.2720
986 4957 5202.9551
4957 1037 6757.6182
4957 1156 7261.7910
1364 4957 6365.6338
4957 1374 1207.0570
4957 1570 675.3600
1690 4957 5358.7358
2030 4957 2617.8601
2124 4957 4070.7920
2277 4957 9739.6777
2430 4957 3404.4661
4957 3381 6940.1309
3526 4957 8880.7988
4957 3818 5395.2588
4209 4957 8068.3389
4700 4957 7899.9780
4957 4877 7596.1211
4957 5223 48.8390
4957 5295 3177.5601
5554 4957 7922.0190
4957 6154 2935.9780
4957 6290 3139.5359
6567 4957 374.9100
4957 6817 3709.8411
4957 6906 6660.4741
6995 4957 5288.4189
7302 4957 2392.8960
7559 4957 227.2010
4957 7681 903.7340
4957 7688 3071.9939
4957 7779 8034.4731
7806 4957 8623.0410
4957 8546 2345.9641
4957 9128 7812.6162
9809 4957 4988.6748
4957 9899 3553.0220
10498 4957 8487.9756
10714 4957 2863.7629
4957 10789 8687.2344
11031 4957 2558.7681
11202 4957 2603.4409
4957 11533 4608.0518
4957 11582 9498.9004
4957 11871 1484.2400
11872 4957 3.3120
4957 12946 83.5910
4957 13076 1900.5699
13474 4957 115.7850
13600 4957 2648.7830
13940 4957 5078.1299
13985 4957 8037.8052
4957 13993 5584.7612
14217 4957 734.0190
4957 14800 929.0670
4957 14823 1810.9550
4957 15114 9910.8447
4957 15267 8733.8379
4957 15621 4203.8511
4957 15807 138.0460
15943 4957 2153.9241
4957 16546 9792.1982
16718 4957 688.8710
4957 16841 776.9650
17116 4957 4654.5142
4957 17118 8501.4873
4957 17588 8281.9922
