112816 263397473.1530
408 8719 624.7940
408 63855 173.5800
409 38541 1105.6110
409 61263 2908.9750
409 99398 2547.4760
409 119568 2674.6990
410 31923 5421.6920
411 79412 99.7760
411 84726 1413.0250
411 100961 1114.1010
412 117954 1060.6540
413 65620 4201.8010
414 16373 1285.0800
414 105701 2885.0980
415 36397 1496.8720
415 39389 1526.1310
416 25950 2603.3440
417 94223 1950.1880
417 114682 2353.9610
418 100670 2014.7290
419 18919 1863.3010
419 46812 1830.9050
419 67676 1329.9370
419 116485 1538.4930
420 3853 1096.9000
420 100046 585.4460
420 115304 2751.6330
421 12883 1840.1820
421 100336 1967.9250
422 60270 1060.9380
422 99426 2314.0320
423 7191 462.3330
423 26580 600.3260
423 54594 1720.7170
423 110428 3551.6230
424 24826 1045.0810
425 19267 911.6160
426 5953 4254.3070
426 18534 470.9710
427 100444 7487.0830
428 73201 441.8470
429 28996 603.7610
429 103025 1729.0780
430 109273 2573.1420
430 119448 1978.7080
431 20218 1269.0950
431 54232 2175.7590
432 41540 910.4760
432 105172 1381.4470
433 79637 883.7750
434 87446 3266.1660
435 32201 149.8990
435 45459 832.7170
436 42949 1801.5390
437 19048 3864.4220
437 55163 4522.7430
438 6753 773.9540
438 87343 4002.3330
439 59017 2435.1270
439 88011 1959.8260
440 89478 1775.5210
441 35475 4441.7720
441 81489 1052.1170
441 84140 3805.1390
442 96995 5670.2820
443 29975 1109.5330
444 68100 3106.0380
444 89807 2205.3640
445 60644 2676.8890
445 116790 1694.4490
446 15053 6059.3970
447 53410 2155.2620
448 38074 5897.3530
449 7106 2440.1390
449 21944 2269.6130
449 91219 2839.1530
450 22574 7184.2860
450 93787 4890.2090
450 109229 2806.6760
450 119152 562.2650
451 73908 2247.5190
452 38642 3972.1660
452 48267 1092.0820
453 8664 3247.3450
453 23932 1241.3790
453 64019 3734.9820
454 30332 424.3580
454 73226 3263.5110
455 62192 670.0730
456 86426 2120.5780
457 97337 853.0940
458 22750 156.1750
458 119548 2935.9490
459 9615 1869.0500
459 11294 1216.6420
459 27785 389.9980
460 101395 1066.0700
461 49791 484.6710
461 81924 151.1300
461 93483 1383.9400
462 100160 1887.7510
463 66231 1505.3330
463 128231 4322.0020
464 50486 6957.6350
464 109119 3149.0710
465 42976 855.8130
465 105808 1796.5240
466 51887 2675.6510
467 16997 960.1660
467 58685 4059.5910
467 106017 175.3900
468 9045 919.9860
468 32648 284.2930
468 70248 26.5750
469 54161 1399.0280
469 114148 5048.3770
470 723 605.4530
472 17765 5187.7030
473 18096 1991.9060
474 38297 2610.2080
475 16102 1371.2710
475 38424 801.7920
476 63422 3758.3880
476 129028 3227.1110
477 69471 2610.0660
478 99185 970.2940
479 40037 20.7420
480 93236 5642.1070
481 70678 829.8100
482 39768 2821.7170
482 115610 3300.4810
483 104808 903.6330
484 16916 3246.1230
484 77509 168.2170
485 5177 2639.7550
485 118603 4195.3630
486 117264 1567.1110
487 92742 9837.4700
488 91208 5258.0130
489 26171 667.2810
489 52514 370.3920
490 24047 4179.2710
491 7616 8103.3530
492 15327 511.5230
493 66207 566.9020
493 115173 147.9100
494 107884 856.4860
494 119245 1953.9250
495 91037 2669.0180
495 121169 3492.5130
496 70287 1611.6060
496 126479 1871.3650
497 35862 3241.9230
497 103604 1867.4690
498 113270 1456.8910
499 22449 2093.8320
499 53178 3086.5490
499 116537 1408.0030
500 2847 921.0530
500 118457 2027.5690
500 120031 2392.1520
501 2047 530.6800
501 56208 916.1550
501 96735 616.9330
501 107780 5044.1130
502 106088 1767.7360
503 12960 1513.7790
503 34312 478.1050
503 58969 1132.0000
504 108486 1368.0940
505 12327 2417.6080
505 33032 2824.9860
506 99923 5144.2760
507 62161 4819.6350
508 87426 1754.9440
509 5139 218.8770
510 5441 2465.7520
510 109545 2251.3870
511 30981 225.9980
511 43625 34.9640
512 53657 2643.6070
513 75519 5663.3610
513 78254 583.7420
514 32588 271.9400
514 76504 490.8170
514 92087 5385.8490
515 97384 8402.0580
516 37375 2927.1190
517 100828 6605.6040
518 47005 2756.5860
518 90658 8589.2100
519 21005 9093.2380
520 31490 840.5970
521 17593 9560.2310
522 2937 3391.9130
522 54434 1100.6860
522 96379 2848.1560
523 119433 448.5950
523 126600 1659.6570
524 36660 7007.5640
525 118897 2393.4140
526 73026 3215.2340
526 82841 350.5320
526 83142 1350.5780
526 126203 2308.4720
527 14286 2201.1170
527 54661 1761.3480
528 74068 2654.9870
529 19868 4415.2430
530 55807 3231.2360
530 69925 555.0590
531 7614 1173.1620
531 96270 4648.3370
532 40970 1283.4600
532 103463 379.9240
533 50240 2688.3960
533 93946 1993.1790
534 110544 2088.5500
535 53822 629.1610
535 112480 2608.9720
535 117205 2914.2180
536 79019 2415.8030
536 92795 2324.2200
537 81525 3454.3180
537 105335 1046.1040
538 40481 1240.1600
539 119679 1288.3440
540 2670 2404.7980
540 47561 1668.2680
541 17043 1599.0340
541 20214 1477.9180
542 117255 2687.0270
543 19480 2806.1120
543 46013 1029.6600
543 75487 1215.2470
543 128367 2151.4970
544 23480 3754.6140
545 14709 1052.9760
545 67583 856.8260
545 85609 1743.9300
545 116524 462.6810
546 40164 94.8650
546 91519 2719.7720
547 56090 1302.4250
548 89282 2958.9380
549 26885 3917.9790
549 117082 2202.5930
549 119667 1439.4410
550 113701 7272.5420
551 79531 6823.0560
552 100819 6903.5010
553 5658 1490.9050
553 19286 658.1150
553 127298 573.6930
554 104354 8896.0930
555 7691 1094.6540
556 5784 709.2240
556 60457 251.8750
556 117026 901.0790
557 114666 1300.4120
558 27681 826.1700
559 78530 2130.7260
560 11758 904.1390
560 87865 1637.9160
561 38378 2004.1140
561 61333 2923.3780
561 106608 1432.5010
562 77180 2141.7250
562 112563 1603.3640
563 19247 3026.6120
563 46739 2504.4430
564 15629 2935.1070
564 52352 3181.1300
565 57779 6575.4020
566 59142 3677.9300
566 85387 8239.5380
567 51029 1302.6190
568 49937 2355.1620
568 80901 81.7920
568 103161 1905.8270
569 78546 1514.2930
570 5371 4102.4980
571 23848 292.0860
571 55343 2657.8070
571 94337 792.1470
572 34085 1634.0890
572 124079 3399.3330
573 122470 3488.2500
574 50294 0.9550
575 22100 1453.2330
575 85089 843.9680
576 80631 5710.1510
577 3080 2910.5310
578 66345 3252.1140
579 53057 2528.7710
580 109191 913.0520
581 9345 386.3810
581 85250 914.0070
581 118917 7552.5620
582 58777 1670.8520
583 29118 3009.3620
584 23210 1934.3980
584 71885 2100.0770
584 82065 1179.6760
585 44987 1269.0540
585 121252 102.6000
586 24951 1230.1780
586 48508 3935.7680
586 59714 2538.6440
586 119807 2120.6970
587 51024 4911.8340
588 77162 6384.3910
589 718 5818.6040
590 55377 9255.2450
591 27581 1738.7550
591 39788 926.0970
592 58340 1234.6700
593 39518 367.9300
593 101402 1636.9850
593 114726 98.4900
594 72132 5383.5150
595 26931 6550.6110
595 60827 9649.1060
596 79852 5055.6990
597 35018 3390.6550
597 83279 4557.8090
598 19959 632.5780
598 20311 471.2410
599 89794 1476.2720
599 113704 1188.7690
600 81937 837.8760
601 107147 4657.2340
602 41440 1839.3250
602 63420 623.1190
602 116151 3672.7600
603 128708 2276.9150
604 89916 4931.6660
605 89555 1106.0010
605 101310 284.3190
606 105120 511.7910
607 1202 1473.0880
608 59560 255.9640
609 49090 2854.5350
609 52411 2909.8550
609 98255 1703.2920
610 28002 417.8860
610 102257 590.1470
611 48135 2416.6940
611 92051 6057.7570
612 18559 978.4990
612 56632 2847.8690
612 96984 191.5370
612 111036 171.8110
613 28500 29.9130
613 101395 1080.8960
614 12183 1299.8720
614 57364 1693.8740
615 4526 2843.8310
615 26079 4636.3130
616 24835 520.0140
616 96026 1718.2030
616 101383 2550.5450
617 70338 1668.6690
617 95116 1468.4360
618 3508 2242.1810
619 48027 82.7910
619 75044 2432.9790
619 75516 3539.0170
620 49449 3377.7940
621 61859 2324.7400
622 40873 2519.7000
623 44013 2676.7180
624 40909 1139.4890
624 44007 800.4560
624 128795 129.2470
625 7583 1959.2810
625 62085 1544.9260
625 63677 1161.4290
626 76161 9.2000
627 4083 619.1590
627 101881 3733.8180
628 12653 2980.0930
628 70671 567.7310
628 86645 2354.3030
629 29618 604.5280
629 89972 2647.1820
629 119576 642.8980
630 22156 4606.4630
631 4898 576.6950
632 110529 3560.1330
633 11143 2939.0140
633 52003 3506.7450
634 29628 8274.6510
635 1816 2434.2370
635 32819 2971.7840
636 84135 4139.4240
637 115720 4530.4030
638 56742 3132.6490
639 10554 197.8520
639 32134 600.2020
639 32314 2536.4610
640 12519 845.7520
640 29059 3114.3730
640 84336 1392.0910
640 105113 140.3580
641 54786 4818.7450
641 105278 1049.3910
642 2371 1396.5560
642 122080 2451.4040
643 120205 1444.9630
644 21841 3208.9090
645 12544 4374.9050
645 37214 1968.7860
645 59243 335.1770
645 82988 2568.9880
646 31554 732.7720
646 39134 101.0750
647 103469 5101.9820
648 113254 271.9400
649 33551 2437.0790
649 35656 1321.3320
649 103217 493.9560
650 21902 3884.3290
651 19595 1058.0700
652 2421 2296.1240
652 94205 3286.8650
652 127087 112.8720
653 52010 83.0240
653 55631 1803.8860
654 21886 1859.2990
654 109230 2098.9970
655 65194 7176.5520
655 96133 6063.1350
656 11653 2505.8440
657 79690 78.2450
657 93151 4782.7010
658 22112 7339.5880
659 42865 997.2400
659 127796 1399.2500
660 45145 1711.2790
661 85813 5458.8360
662 103625 2728.1140
663 43761 802.4650
663 72754 4292.0790
664 42720 2689.9430
664 113636 3023.4870
665 52414 6203.5350
666 53830 1961.1380
666 115152 391.2800
667 1309 749.9440
667 49021 3194.5500
667 58489 180.9440
668 20776 1724.7040
668 27567 101.8550
668 112978 373.4190
669 69099 2998.3250
670 115536 1386.2050
671 79536 1669.5460
671 80071 1780.0200
672 7723 1960.9650
672 96155 1321.3970
673 66415 1483.0540
674 42257 4372.8250
674 71268 1221.7960
674 100434 1554.6760
675 23958 2102.2850
676 24478 18.1500
677 8112 2823.5140
677 98959 301.1250
678 33359 396.9430
678 55126 727.1400
678 120779 207.9300
678 122304 1781.5800
679 79214 2219.0410
680 42085 1396.2370
680 104858 501.5260
681 76874 1074.4490
682 23766 1782.7920
683 108932 2753.1310
684 45082 1654.3880
684 103361 4992.1150
685 61938 5219.0190
686 70278 1099.7530
686 128247 656.8150
687 5569 3500.2560
687 124148 1565.3420
688 39831 6564.5470
688 115040 6172.9130
689 52107 4583.2210
689 124200 4468.2730
690 6771 424.6140
690 84218 1083.4850
690 102701 655.6500
691 46472 2762.6930
691 59544 1724.0450
691 65807 498.0640
691 111341 3217.4160
691 120421 15.0150
692 55764 1655.1900
692 63093 2802.5520
692 87897 2312.0050
692 112998 478.3430
693 79576 5354.6700
694 45308 5570.6750
695 103641 2818.0380
696 66676 2878.8570
697 36596 120.8120
697 53421 1962.3410
698 5288 176.7170
699 20135 400.2390
699 68061 350.6690
700 92772 2609.7830
701 65826 1519.5190
701 81043 109.8300
702 24386 8912.0720
703 20528 1844.7840
703 107871 2454.3020
704 55692 2631.0200
705 17021 2425.9790
706 86001 7786.4400
707 111411 4988.7450
708 38193 2452.1330
709 100378 2231.0350
710 45747 960.3260
710 66436 33.6050
710 70213 234.7230
711 25680 307.1690
711 63030 2684.1080
711 72508 929.7060
711 79368 2733.1480
712 5151 368.7540
712 48446 6664.0010
712 67575 2316.1230
712 103083 3280.3060
713 114079 1460.2650
714 45004 3969.2410
714 45015 1493.8700
715 94527 246.9000
716 61257 2985.2270
716 77115 776.8460
717 115444 906.0370
719 100034 4120.6990
720 92815 1321.7840
721 18637 870.2410
721 41596 5230.7570
721 47084 869.8520
721 123316 1634.1010
721 124647 1420.6640
722 10346 1537.6530
722 111052 1736.9940
723 106763 2822.8250
723 112253 1939.0420
724 29173 1781.1400
724 76370 1786.9540
724 104500 1871.5600
725 36546 1397.4160
726 21475 34.2770
726 91659 2080.3820
726 106102 267.5730
727 18196 777.9340
728 110047 7210.3620
729 3990 876.6910
729 54706 2613.6850
