112816 263397473.1142
27 69198 6919.0142
110616 27 34.7920
28 33971 6234.3682
28 65828 7727.8262
72913 28 2185.5381
28 101858 6807.1758
28 105409 130.0090
28 115046 6224.5889
28 119608 5986.8052
11579 29 7575.1318
22920 29 2198.4939
65758 29 1974.3490
114344 29 9165.3467
30 13493 3115.2710
93183 30 957.8060
99945 30 8994.7158
31 23566 1842.8190
31 55553 7428.6909
31 77825 8376.9541
31 87586 4172.7002
31 115481 744.7700
69684 32 4150.6821
32 77816 8588.2021
33 9053 992.1380
34 40496 7982.9282
34 64548 9817.8086
34 77942 6675.7798
1236 35 5228.6191
35 12593 8841.8555
111313 35 5123.7432
6028 36 843.3420
40251 36 5760.8691
61741 36 7674.8882
70760 36 7077.7109
85991 36 6005.0469
128331 36 9860.4258
37 35956 3884.8870
37753 37 6135.0562
37 65931 6085.0161
103817 37 2388.0439
38 14230 6226.5400
21946 38 799.8620
38 28578 4362.3931
38 33263 7908.2388
38 34831 6431.4849
38 58603 7836.5518
78433 38 6902.9551
102697 38 790.6560
2786 39 5265.2432
2829 39 5279.9092
3699 39 4963.3560
9784 39 8526.3652
39 44110 9430.5908
107139 39 3551.5581
1896 40 9518.5039
2024 40 9929.8711
29930 40 3369.3669
40 44789 6194.2842
52717 40 7674.8428
63753 40 4727.5742
75685 40 3834.3789
86533 40 8518.1846
8814 41 488.4430
24257 41 1509.2670
41 28134 5595.8960
41 31415 9009.8418
43524 41 3886.0459
115478 41 1997.1350
3604 42 7661.2500
29355 42 2487.4141
29818 42 4385.1792
78562 42 3887.7910
42 93903 5803.6279
107444 42 1263.9250
42 107514 1796.0300
125054 42 4751.4648
43 7077 9100.4766
43 17566 8698.9863
43 31821 5542.1211
43 52053 6882.0718
43 66184 6495.2471
43 86351 505.4770
43 95301 5408.4370
44 63575 5925.8389
45 2615 6573.3872
45 28306 4926.9409
37131 45 8372.0615
46525 45 2459.1069
83626 45 1121.2250
45 112510 6046.9048
45 117570 7186.6812
80794 46 7471.9570
47 4983 4565.0908
47 10509 191.4770
16747 47 8981.2236
47 27374 2677.3391
41771 47 9201.3193
47 55614 5383.6221
55673 47 4674.4751
47 79114 6862.5698
125443 47 7871.0361
128479 47 1576.0060
129067 47 3266.7129
122317 48 6191.0161
30558 49 2839.9309
49 39494 7579.0952
49 40585 942.4810
49 70796 1940.4080
88845 49 8794.4326
95566 49 6484.6021
109028 49 8822.4805
49 111658 5289.6812
49 117932 6990.0791
50 42190 4230.9180
50 70734 3731.8721
50 71385 3563.4670
102889 50 9157.8594
119346 50 2103.9341
64418 51 6022.5742
29712 52 2795.4370
52 39507 667.1920
72398 52 5725.6069
20193 53 2783.7461
53 37325 5232.2832
53 56482 5917.0840
53 74947 4281.3218
53 78826 7909.6221
97971 53 7634.7559
113577 53 9664.9453
6578 54 5100.4492
44340 54 7013.6782
54 45433 52.3330
54 78990 6676.4561
54 99902 280.3910
54 115107 6243.3501
120493 54 9516.3867
7250 55 375.8380
21006 55 7185.8311
33486 55 3973.1479
106641 55 9170.2725
126581 55 3670.4341
84002 56 2795.6279
112804 56 4459.9531
276 57 3176.8650
57 3874 9542.8984
57 65634 708.1770
57 69289 9256.6836
57 107777 1217.1100
57 108477 2812.1111
57 128076 7795.6099
58 22749 6528.8989
58 34308 3479.3030
58 78574 3521.2180
95814 58 9312.6445
58 106674 1227.9380
58 127418 1954.6541
28465 59 3593.9670
120550 59 1653.9130
7580 60 9589.4102
12505 60 3258.9121
14547 60 6754.3618
31205 60 9119.4404
71942 60 5827.5981
124199 60 5947.1699
61 54866 9399.8311
4657 62 2070.9480
42554 62 7979.9102
82640 62 9775.6699
86480 62 9256.7793
62 90128 1953.0580
126882 62 1462.2939
63 43091 5443.5649
45344 63 7265.0381
63 51493 8438.5986
108501 63 1136.7830
113207 63 6807.9370
115146 63 9146.7764
64 26979 393.4670
36465 64 8025.0469
64 56104 1958.8870
64 78645 8189.0781
81745 64 7070.2979
83113 64 7954.5430
64 99124 4226.6479
64 127860 6382.9429
376 65 9182.4814
36399 65 6181.3018
42137 65 9976.9102
65 45279 3352.7461
65 55337 8287.0654
66 21676 5752.1748
8580 67 2623.4609
10956 67 7406.5049
47620 67 1579.7729
103137 67 8570.6309
67 120256 9322.6895
68 3633 3650.7209
68 66138 6550.5410
68 76623 1614.7111
68 87126 5423.8521
125257 68 1019.9510
68 126465 3077.0049
43384 69 3383.7700
69 77612 8284.9902
69 83271 1515.6040
69 122744 4520.5532
27142 70 5092.9268
70 36913 662.3800
70 38831 4914.0200
70 50174 5634.3262
70 55424 5137.6191
70 56744 5619.4502
70 89269 2704.6240
3491 71 5608.5142
71 39025 2362.4500
71 106766 9087.5674
48359 72 7307.3481
56210 72 8543.7529
63503 72 1580.8290
72 64174 660.0940
68136 72 9347.1699
98747 72 9849.3564
102730 72 3283.5549
72 123886 9270.0273
70494 73 1429.1290
78039 73 4370.5391
73 82784 1109.0680
113823 73 7596.2021
123968 73 921.0800
73 125029 5240.1309
74 28194 5536.4072
74 31909 4457.3838
74 55573 8317.1357
64134 74 8920.1768
74 124349 2742.3740
74 128269 2349.0920
128269 74 2349.0920
75 41501 351.6530
75 42181 5527.8242
69523 75 871.1020
75 76115 5985.9790
77961 75 3181.7959
89247 75 9006.9053
75 108888 1206.9550
75 121918 8790.3096
76 11133 1369.3550
107724 76 2810.8740
77 7511 6097.6582
77 24805 2429.4600
90263 77 4391.7031
94655 77 9274.1055
77 103141 4292.9819
124712 77 6757.4121
28732 78 2557.6599
78 49435 3563.0100
118821 78 702.8930
79 2218 6928.1992
79 17078 7188.4302
17874 79 8299.0957
79 44052 365.6320
79 58265 2428.5620
79 59714 6351.8550
79 81310 4823.0161
96315 79 3262.0500
9922 80 7788.3838
73750 80 81.7420
80 107110 5611.1431
81 24264 3745.4661
70060 81 433.3950
90233 81 3655.3191
47443 82 4616.5679
58772 82 6419.3740
73455 82 9353.4668
103670 82 6139.8252
82 123231 142.6810
37625 83 8143.7778
81660 83 7509.1812
105547 83 2953.5549
84 30115 6757.7881
39551 84 2454.9929
60456 84 9861.6104
63701 84 6031.8931
73481 84 6747.9761
84 99550 6619.0220
84 99832 1105.9060
84 113680 2827.3379
126347 84 7321.9160
126362 84 550.4570
3664 85 15.7680
85 9237 8137.3638
25602 85 916.0890
35875 85 2444.3301
47915 85 4489.2192
117485 85 8255.4570
50130 86 5706.3809
76016 86 2277.6030
87 9662 8337.1992
41468 87 3833.8760
87 52000 6023.0688
87 79125 8770.5938
90451 87 5.5470
97003 87 3155.9890
87 113081 7706.3198
119844 87 9359.0146
88 1514 1812.1670
12603 88 7849.0010
88 37742 7502.7930
56036 88 1837.7000
112171 88 3318.9080
44954 89 6776.9331
53726 89 4292.6929
89 60499 3180.5190
89 64620 2808.8269
67252 89 3557.0210
89 111571 2315.8931
90 123222 6431.0850
91 13062 6384.3589
91 87330 9637.8086
98507 91 6981.5420
92 42110 6400.1279
54097 92 291.5250
92 125481 7897.6318
126300 92 8844.4580
1169 93 7297.0962
28774 93 8669.4414
59957 93 7067.1909
93 66310 9574.6992
93 82797 9522.9932
128762 93 901.0670
94 3119 8114.1201
94 20807 8293.5869
27698 94 906.6150
31625 94 3786.4619
44845 94 8516.2598
45365 94 2781.9819
94 55160 8114.9810
88272 94 8881.6133
102458 94 284.7750
95 21751 9952.6807
95 55496 2200.5220
86319 95 9578.0596
108756 95 6761.7261
46633 96 7897.3931
96 71021 4903.2388
96 92115 318.7480
96 118699 213.2860
58202 97 1334.3240
1099 98 6703.1069
17904 98 2367.4480
31020 98 8315.8672
57406 98 3103.2351
99 20683 2658.9729
20733 99 8729.8506
73037 99 4464.0459
100234 99 9956.0703
105005 99 7399.2920
3852 100 4047.5891
18512 100 2047.1210
100 51032 6922.2852
62203 100 4948.6572
100 85782 2677.5940
89749 100 7732.2251
101 36249 8371.6240
38708 101 8980.4082
57598 101 8764.8369
101 84900 1153.6060
101 93932 7095.3892
101 107728 162.8020
101 118609 3954.7329
103929 102 7048.0698
103 3081 4879.6758
103 43815 6049.1450
82329 103 3809.7959
82493 103 2777.0691
103 106560 952.3850
103 119767 4128.5439
103 120729 5506.7080
120823 103 2286.7090
103 122834 3348.0039
125856 103 390.5080
6694 104 3118.9280
104 20944 6451.2388
51995 104 3049.4810
104 53386 1848.7791
66854 104 3431.6370
104 125073 5521.9028
105 31513 1764.4240
37529 105 7479.2271
53877 105 85.3770
62042 105 8686.7090
69517 105 4944.2358
55488 106 5279.3232
151 107 8935.2861
8117 107 5832.2119
11183 107 4259.7310
55241 107 216.4750
70499 107 6985.8179
98967 107 1355.1200
107 106364 379.2780
108 22875 3456.9031
108 51247 919.5420
56057 108 5258.9541
121185 108 9506.0479
18576 109 7245.6899
37825 109 8036.0239
5219 110 2974.7849
110 13293 3890.5869
110 22019 6059.0840
61035 110 5261.4951
82694 110 7238.5908
96227 110 6449.5918
110 127490 8380.4229
111 35755 6206.1821
38110 111 2015.4250
70754 111 2745.5549
77156 111 2154.1721
111 95711 7537.3291
104474 111 4509.9790
15696 112 9633.3994
21061 112 139.0580
112 22231 5713.0400
112 97318 7093.9868
112 111100 5418.3809
116374 112 4648.3271
50145 113 2926.1990
50463 113 9678.1123
55416 113 4864.8018
113 69021 2428.3689
75671 113 3549.5840
42982 114 5244.0801
115 65081 8401.6240
112501 115 6985.4780
120997 115 3019.3870
116 53261 7907.6719
116 65978 4231.1680
116 68694 3571.7629
117 23229 882.4580
117 26106 638.1070
32709 117 9630.8467
117 86806 8660.3047
117 95079 7876.6982
117 110634 6080.4390
15167 118 9557.0801
42135 118 6599.2329
118 42144 612.2160
118 43345 2302.6350
118 53134 8753.4053
118 63856 8149.5449
118 85492 6812.6138
98331 118 903.1560
118 108178 804.9550
382 119 5042.0068
119 22484 7997.1431
119 38503 6223.3359
80183 119 9690.3340
88599 119 923.3420
120 43022 8417.7998
120 43951 7071.4878
54165 120 5868.0630
120 61652 4483.7358
61679 121 4831.9209
122 21257 4269.6870
37947 122 1469.2140
122 119941 7851.3081
123 38690 4693.7109
71625 123 5700.3828
75234 123 3939.4231
115740 123 5576.1689
120907 123 6338.4902
124 10509 3570.2700
124 23248 6752.8262
124 33052 6731.5410
124 44848 2167.0610
124 49249 6309.9072
124 50579 3330.7739
57670 124 2779.2771
124 82931 1128.8940
89949 124 4600.5308
107683 124 3445.1750
9478 125 7941.5088
25171 125 5503.6870
33747 125 4250.1299
34263 125 2983.5161
125 43339 3500.8301
54286 125 2989.8191
125 76576 5190.2021
78961 125 6940.5239
87446 125 1407.6190
87453 125 4778.0420
125 98598 2808.5869
104462 125 5891.3560
125077 125 2126.3149
126988 125 7078.2739
2963 126 9876.9219
24482 126 2493.9751
126 26050 1771.9850
126 47060 5577.3052
126 70758 6433.3979
76776 126 9864.5068
84843 126 4432.1479
122560 126 3.6680
127 27339 9133.6846
128 36984 3680.0410
85753 128 4687.0811
94931 128 5443.5918
128 101425 9527.1670
109054 128 7466.3589
7031 129 6572.4868
129 17387 4127.6982
17387 129 4127.6982
990 130 7030.3481
1016 130 9631.3848
30279 130 7678.0161
130 37621 2530.2161
59657 130 3132.2151
69723 130 3184.1870
72339 130 236.7700
130 119544 2589.0911
8618 131 7108.1592
131 14355 5014.8120
131 20081 5397.6782
41477 131 2999.5149
131 62283 9657.4805
78074 131 4992.3042
131 108246 2876.4370
44610 132 2151.4551
47542 132 9280.6406
133 7164 970.0950
133 28475 8584.8535
38105 133 1661.5000
133 41855 7918.5952
133 42826 1104.8740
102678 133 795.1860
121324 133 1598.6360
100061 134 5791.9561
116160 134 8755.1299
12713 135 3642.1550
135 23495 3258.3149
25774 135 7843.9692
135 81448 7769.8530
98302 135 6686.2012
119583 135 4874.3169
122675 135 7401.2378
136 8978 6880.5688
49479 136 9920.8848
53098 136 3049.8049
55470 136 2581.1089
137 49227 157.6550
111196 137 5638.8960
138 21675 9689.2676
138 33568 7688.8198
50366 138 3552.9260
138 58482 2688.7830
138 77900 7346.2998
138 117867 1061.5820
120011 138 8081.5718
138 120070 2014.1071
139 20116 2858.5750
139 28606 1568.0190
52956 139 598.9610
80896 139 4520.0762
100456 139 2002.9659
111505 139 1703.8361
140 100347 7831.6138
122066 140 6117.9541
141 108660 7495.7920
142 82564 9103.0957
14945 143 9760.1094
41364 143 3270.4590
103146 143 6947.0659
116323 144 7529.9619
12430 145 2473.0120
145 55767 4337.7349
145 59904 4931.2002
66056 145 1869.9330
145 102445 4258.6211
145 114701 7981.0049
118538 145 4451.0420
145 118740 6932.6279
146 52591 6136.2529
60023 147 4140.3101
147 76916 4621.4482
1841 148 9689.1787
16937 148 9345.4453
21843 148 4484.1001
29902 148 750.7610
29931 148 7427.0181
70701 148 6498.2080
148 84607 3609.3369
471 149 1511.3890
149 19190 9613.5215
19381 149 645.7650
149 28774 3514.3560
149 34440 1317.3571
36194 149 993.7310
49332 149 9632.3096
58386 149 1329.5010
75951 149 96.8270
113663 149 9392.4199
1232 150 7116.3120
30186 150 9560.2451
80350 150 6922.3818
91954 150 9589.3242
150 95097 3897.9810
113325 150 4369.9351
11183 151 1459.2581
98967 151 8156.6021
104503 151 2350.9399
151 113605 8426.6523
120493 151 5089.2300
29143 152 8487.1943
152 38588 2566.9629
97897 152 2227.0310
99444 152 692.7250
152 100651 1912.4080
21074 153 6711.1309
32171 153 1443.4871
39988 153 1855.7780
42626 153 5725.6909
6831 154 7569.1758
154 30086 5883.5200
154 36079 5339.2129
50286 154 731.2930
154 63432 9397.8760
66505 154 9172.9219
69365 154 4241.3760
85246 154 1546.5380
121339 154 502.4240
5730 155 6854.5552
155 56516 938.9580
155 80175 7618.7358
155 100715 6414.8008
7670 156 377.6930
156 80207 9724.4131
81142 156 312.7820
85415 156 4747.6279
156 101231 3700.0229
157 14589 985.7360
157 20996 7098.5679
78053 157 2126.6750
157 117017 6074.9658
23907 158 8102.1138
43618 158 7209.9902
158 79585 818.3490
99721 158 8794.8398
100124 158 9122.3994
158 106622 7529.4810
158 122713 2754.6790
159 7825 3494.5291
17944 159 5771.5239
159 60517 2840.2070
81478 159 1894.4010
115373 159 1110.7371
118743 159 3571.5000
120126 159 1292.2770
120456 159 283.6600
2662 160 329.2280
160 55211 2838.8159
63924 160 3302.4360
80119 160 7183.7832
99194 160 6294.1260
102064 160 921.1720
110321 160 3598.5840
120740 160 6671.8188
8646 161 645.5850
161 12935 6427.7178
161 13246 1419.4470
22785 161 4345.6079
38622 161 7413.4541
39285 161 1034.3680
60476 161 8988.6357
1605 162 6004.7729
162 54974 1652.8340
70413 162 6198.6260
162 74310 6823.1221
82772 162 2964.0259
89757 162 7837.3770
114025 162 4352.6030
163 31128 5718.7051
37946 163 1331.9070
46568 163 2640.4800
59271 163 8558.9121
76654 163 3226.3081
77472 163 3751.2170
98617 163 4646.7642
164 4116 7034.9380
21016 164 6551.2290
22195 164 4975.9922
164 26582 2390.1060
164 65322 9853.6650
82468 164 4676.1279
101309 164 8684.2324
124270 164 3291.1899
165 35303 8274.7119
165 41775 5356.0518
51221 165 3936.7749
51541 165 4702.4312
165 69153 9291.8506
72093 165 798.7360
166 37957 4632.2368
50787 166 2842.5710
166 90675 9787.3721
119341 166 637.0100
166 120706 4495.4058
13571 167 5985.9980
167 48118 7460.1328
54859 167 7459.4321
100447 167 3823.3760
167 120166 4329.0879
168 54055 3178.1379
54940 168 7671.6348
86641 168 6969.5679
168 125301 4253.4019
169 84423 3414.2949
9290 170 3237.1379
170 21824 1416.5190
170 24943 2965.5850
67098 170 9788.3672
71990 170 8908.8633
170 104344 5355.6909
126378 170 9642.0332
170 127628 3584.9910
6622 171 4039.9241
171 19602 2933.2229
19602 171 2933.2229
20776 171 1912.3280
171 27567 9386.3496
114034 171 1594.8390
125018 171 3720.5310
172 80153 2701.4380
173 4094 6227.0762
173 9736 6563.1030
44321 173 5005.1621
173 49712 6864.0869
49712 173 6864.0869
104799 174 3507.5129
105486 174 4324.2202
16357 175 1034.2930
13834 176 7330.8892
176 47411 8653.3076
83623 176 4212.4312
176 98791 7518.8760
176 118926 8139.2290
177 8388 982.1860
65385 177 3449.5229
177 97464 1376.3669
100458 177 4915.0571
178 15321 6415.1089
178 22968 1164.7340
23816 178 3823.9199
178 36517 1770.8000
77861 178 3323.1189
178 97649 7408.9121
104828 178 8327.0762
19590 179 8772.6943
35924 179 4301.3198
50956 179 2755.7561
54446 179 675.3970
179 58723 5896.1592
62522 179 6476.2881
91319 179 3376.8350
109191 179 2123.2351
179 111937 5555.7432
180 57157 898.3500
181 12451 8987.3223
63576 181 6614.2520
63807 181 4405.8628
69170 181 5827.8940
181 71292 7648.5449
92715 181 4253.1040
99094 181 6997.5552
121514 181 4377.3291
19439 182 1771.9800
182 39237 5136.7842
52782 182 7875.8672
182 52783 7737.8550
87146 182 9029.5029
182 95641 2790.9241
117657 182 4152.9639
182 124530 194.2370
183 32595 9131.1963
183 38599 8440.1172
39648 183 6033.7090
59932 183 6540.1079
88697 183 9283.5449
100151 183 4806.4028
103768 183 841.4280
121896 183 2039.3020
184 89373 7998.1519
37520 185 9253.9395
185 83594 1031.9420
84464 185 3891.3401
118186 185 1377.1750
124966 185 6587.6851
22425 186 4789.6899
27516 186 2880.8491
33164 186 3201.9370
186 34793 9195.5527
186 37443 1225.0959
186 42632 3366.8340
63147 186 3448.6570
71756 186 8222.6514
186 84920 260.5150
186 91151 7736.9888
17787 187 5875.7871
103499 187 8136.3818
30957 188 5474.8442
56447 188 4905.2900
86121 188 3443.6580
188 98069 2144.1609
106311 188 7615.8789
188 127057 2574.8550
19587 189 584.2780
189 19738 6165.9399
189 51692 1631.3149
189 74565 9867.8232
189 96953 3488.6960
97774 189 4989.0962
190 1973 4423.4771
38931 190 1486.8480
45058 190 4243.0352
82786 190 5455.4189
88565 190 5378.1880
190 121446 5620.2100
82507 191 2043.1040
103285 191 167.8780
192 3251 1017.4120
7243 192 7761.3931
192 92806 1879.7830
192 116595 2242.5081
193 14902 3644.5801
193 43779 5328.4399
193 60951 465.1590
65653 193 6421.4468
193 86065 5581.7808
92805 193 8857.2979
193 101682 4557.8301
3625 194 3572.9780
20997 194 6278.9399
194 32714 517.8400
194 55675 5717.1392
194 58509 6411.1709
61547 194 3092.6951
194 62062 8817.7686
75933 194 2577.1121
194 105282 4724.0112
195 8290 1201.9440
195 60074 8582.1602
79308 195 9713.1074
93576 195 5625.4219
195 105950 69.0080
195 107633 6472.4941
123850 195 3597.1931
195 124554 7963.5488
196 18958 4609.0571
24189 196 8156.6499
196 28094 647.7790
28747 196 5626.4692
64059 196 8434.3945
196 80578 5043.9150
196 126773 7868.9771
10101 197 4595.3271
20925 197 2888.7070
41001 197 850.4880
197 58787 1016.7750
197 80308 8470.4893
120072 197 9707.7861
7786 198 8090.9570
19564 198 2043.4670
28828 198 8503.0781
198 61977 8608.7969
198 66403 276.9580
198 100699 4914.2490
199 27159 1701.4930
199 49808 9094.7266
19062 200 7.7130
28610 200 8941.8564
200 35727 296.6710
56199 200 8589.8730
200 57988 1171.3149
200 66725 8438.4453
99613 200 1175.2340
22155 201 7643.8091
201 26112 4551.9912
201 69044 1655.1350
201 83378 2252.8660
110762 201 5224.9932
201 118191 4819.2661
201 127231 395.6870
113877 202 3659.3879
20372 203 9863.1807
203 52115 8264.6641
203 74711 8254.7158
85810 203 2751.8889
203 94265 1631.5040
203 121296 1787.8430
127846 203 1222.3781
204 44193 3855.6421
48468 204 9878.7998
123610 204 5782.1968
125138 204 2358.7200
125852 204 8487.5967
205 23041 6059.1548
39414 205 9789.3223
205 41378 2705.4419
43020 205 7670.2339
89606 205 2313.3870
205 91847 1647.2980
205 97321 483.2570
206 16869 903.2610
206 20513 5334.9648
21850 206 8921.7031
108799 206 4594.8472
117776 206 5495.1270
121008 206 5990.0459
125717 206 8766.3340
207 3818 264.3450
65042 207 1215.0389
207 80537 3585.6001
208 61532 660.0330
84190 208 7390.7788
84764 208 3448.7820
208 93429 1441.0490
208 95620 8161.8472
208 100138 6200.6709
208 101838 3072.5540
208 103834 9949.6904
208 105250 9939.4014
209 5034 6928.1958
9949 209 9828.4902
209 15551 5721.5981
55619 209 9286.9170
59551 209 832.4400
209 64729 4297.1050
209 91602 1592.5909
209 112579 3537.8821
2767 210 1967.3390
35327 210 3905.9780
43623 210 7701.5332
55235 210 2450.5959
67228 210 7325.5908
69688 210 3036.4980
210 89183 3888.6509
210 114602 1920.4380
211 14344 1047.9771
211 22803 9878.6973
27834 211 686.7720
211 50451 1312.3230
51625 211 3610.0879
211 51994 6788.7251
106553 211 4488.7080
6747 212 1000.8680
58785 212 237.5070
71993 212 5929.7568
212 79618 9162.7148
212 123277 8954.5303
213 29723 1518.6630
46753 213 1628.7581
213 62309 8893.9307
69406 213 8446.8604
213 69939 1457.2480
213 123744 7131.8809
55844 214 250.1290
22471 215 2289.6880
215 41071 1428.9860
215 63423 4359.0718
81076 215 8343.9229
124653 215 3396.3250
216 42232 8265.0498
216 78935 6045.4561
216 79078 5846.9209
216 125470 5590.6421
5476 217 1598.3060
13171 217 2251.9250
217 17743 27.4320
217 30766 2646.2839
66977 217 4646.9741
117430 217 3230.5569
80812 218 6474.9590
219 13317 8257.0635
219 25957 19.2820
219 29790 3480.0190
219 35986 1774.2830
219 61410 2773.1411
219 110851 1926.1281
121735 219 3453.3501
219 127885 1727.6710
5942 220 3444.7920
29414 220 5082.1079
33865 220 621.6020
220 36110 4408.0039
128001 220 9055.7090
221 18631 269.8350
27577 221 7174.4849
48607 221 1345.3970
221 65861 1698.8210
221 84181 1533.5570
13300 222 2205.6721
15416 222 5095.1460
222 32827 9798.6074
222 70298 8251.1279
93054 222 3458.4189
108824 222 7905.6011
222 115831 2365.7871
222 119132 8226.6963
1039 223 7933.0342
223 9853 7528.4229
223 14799 2873.6709
223 21929 1163.5909
224 40482 4003.3821
224 54665 3647.0859
224 100322 3699.2251
224 108714 9999.7529
224 111619 5421.3691
15562 225 6472.3662
225 19818 1925.8810
225 22245 8874.7188
225 29476 716.3890
29987 225 7887.0249
225 39523 3956.8279
63002 225 3854.3430
225 77021 4811.3809
81364 225 5528.8892
110006 225 4124.1782
114815 225 1985.8660
128104 225 9390.6377
84940 226 5822.9990
226 86096 6035.7749
102933 226 1596.3110
114671 226 3434.4971
226 128204 8350.7354
227 15733 2363.7910
227 27138 9409.2676
228 17664 6256.3359
28126 228 4729.5781
38674 228 7635.9648
39480 228 6705.7222
63987 228 2258.0010
228 124669 3025.9880
229 51403 385.6650
55776 229 8777.7354
229 123415 6673.0742
1899 230 4084.8899
10039 230 8777.4883
230 57830 2094.4431
67872 230 3073.6079
96553 230 3219.7219
112701 230 3485.5139
126699 230 3789.9971
231 15225 3623.0991
231 15715 9958.6943
231 22089 7644.3398
231 29884 8434.4814
30774 231 5487.5830
231 32167 1768.5179
231 32821 420.3470
51787 231 4878.2222
231 57872 7591.5171
231 63212 8972.4746
231 66107 6474.5332
97205 231 3542.3660
231 112209 7323.2100
231 112309 8838.3242
232 19898 2951.6350
44777 232 3579.5459
54839 232 6084.2549
232 90339 3103.9519
232 97326 285.2690
107796 232 8342.2559
58421 233 6129.9399
233 87412 670.9340
234 88761 9636.3438
96609 234 2803.0139
234 102878 7272.1768
114729 234 930.1840
234 125278 7413.8091
235 33964 345.7850
34597 235 4149.9058
235 72391 899.3230
8136 236 4135.7832
15208 236 7773.0059
24401 236 858.0180
236 33928 1780.1230
236 35510 8723.8389
53080 236 8861.9531
61822 236 6064.9941
86987 236 1660.5380
89292 236 3740.1750
236 121792 6172.8628
237 16084 633.0130
92586 237 2731.0601
237 99890 9715.2305
122439 237 7956.2231
238 2124 4085.7371
77622 238 5183.2168
100606 238 4052.1221
107221 238 169.9920
239 24132 8287.1689
35736 239 6853.7432
239 38281 1028.6000
40647 239 6933.4609
44440 239 41.0290
53097 239 3181.2959
239 99804 2252.8269
33845 240 7313.2061
240 46846 4111.4810
95677 240 9666.6357
97947 240 175.3440
99771 240 777.7390
240 129164 3082.3110
82025 241 4311.1270
7242 242 1067.0970
242 33825 6456.6812
46642 242 8607.6016
80394 242 9790.9355
242 101226 5318.6348
101308 242 4672.5962
46027 243 1451.4750
243 54492 1575.1620
243 94023 3361.8120
244 7763 2084.4880
244 82279 4306.2231
85917 244 3077.0420
98578 244 2557.0640
99179 244 908.3120
102874 244 8260.2588
245 21690 6609.1860
26755 246 3594.6560
112960 246 9063.7803
8401 247 3462.9290
247 11558 4623.2559
12747 247 5997.2412
247 58869 3503.9580
77201 247 7804.5532
112485 247 8250.0684
7642 248 817.1650
42399 248 4432.3862
248 53892 433.0560
248 88868 992.5090
248 90807 5210.1250
