112816 263397473.1142
18 97526 6807.9150
18 103204 1628.7390
123258 18 2426.5200
25874 19 479.5600
36965 19 8239.1543
43995 19 5294.4189
55498 19 7487.4268
19 61639 9552.8691
80643 19 3602.3330
24704 20 4328.8428
20 54746 6391.4902
20 88380 2085.6211
105725 20 6931.2881
20 127048 5542.1660
128702 20 1781.4000
21 34855 5436.2729
50075 21 897.0930
21 82406 7794.4390
85980 21 247.9700
109084 21 5852.6792
19156 22 5378.6162
22 62713 1586.8290
22 104045 619.6450
22 104970 808.8120
26981 23 9634.3936
32572 23 572.8070
23 34282 9885.8311
52621 23 1522.6990
23 96928 6663.2769
12319 24 7445.1230
60505 24 5973.9038
92497 24 5987.5439
24 103624 9073.8623
24 119616 8400.4248
25 8217 6467.1050
25 23451 7313.0171
25 55957 6211.1958
77597 25 6470.8838
105921 25 6865.8862
25 110201 9813.5293
111464 25 799.7270
25 112920 5773.7280
25 127446 4415.5020
26 8877 7731.0161
26 19211 3832.2461
26 60323 8713.2539
26 79807 5683.6411
26 95733 4729.3389
95936 26 9024.0459
26 109153 5931.6108
32330 27 3098.3711
27 69198 6919.0142
110616 27 34.7920
28 33971 6234.3682
28 65828 7727.8262
72913 28 2185.5381
28 101858 6807.1758
28 105409 130.0090
28 115046 6224.5889
28 119608 5986.8052
29 11579 7575.1318
22920 29 2198.4939
65758 29 1974.3490
29 114344 9165.3467
13493 30 3115.2710
93183 30 957.8060
99945 30 8994.7158
23566 31 1842.8190
31 55553 7428.6909
77825 31 8376.9541
87586 31 4172.7002
31 115481 744.7700
69684 32 4150.6821
77816 32 8588.2021
9053 33 992.1380
34 40496 7982.9282
64548 34 9817.8086
34 77942 6675.7798
1236 35 5228.6191
12593 35 8841.8555
35 111313 5123.7432
36 6028 843.3420
40251 36 5760.8691
36 61741 7674.8882
36 70760 7077.7109
36 85991 6005.0469
36 128331 9860.4258
37 35956 3884.8870
37 37753 6135.0562
65931 37 6085.0161
37 103817 2388.0439
38 14230 6226.5400
21946 38 799.8620
28578 38 4362.3931
33263 38 7908.2388
38 34831 6431.4849
38 58603 7836.5518
38 78433 6902.9551
102697 38 790.6560
39 2786 5265.2432
39 2829 5279.9092
39 3699 4963.3560
39 9784 8526.3652
39 44110 9430.5908
107139 39 3551.5581
1896 40 9518.5039
2024 40 9929.8711
29930 40 3369.3669
40 44789 6194.2842
40 52717 7674.8428
40 63753 4727.5742
40 75685 3834.3789
40 86533 8518.1846
41 8814 488.4430
41 24257 1509.2670
41 28134 5595.8960
41 31415 9009.8418
41 43524 3886.0459
115478 41 1997.1350
3604 42 7661.2500
42 29355 2487.4141
42 29818 4385.1792
42 78562 3887.7910
93903 42 5803.6279
42 107444 1263.9250
107514 42 1796.0300
42 125054 4751.4648
43 7077 9100.4766
43 17566 8698.9863
31821 43 5542.1211
52053 43 6882.0718
43 66184 6495.2471
43 86351 505.4770
43 95301 5408.4370
63575 44 5925.8389
2615 45 6573.3872
45 28306 4926.9409
45 37131 8372.0615
46525 45 2459.1069
45 83626 1121.2250
45 112510 6046.9048
117570 45 7186.6812
46 80794 7471.9570
47 4983 4565.0908
47 10509 191.4770
16747 47 8981.2236
27374 47 2677.3391
47 41771 9201.3193
47 55614 5383.6221
55673 47 4674.4751
79114 47 6862.5698
47 125443 7871.0361
128479 47 1576.0060
47 129067 3266.7129
48 122317 6191.0161
49 30558 2839.9309
49 39494 7579.0952
40585 49 942.4810
49 70796 1940.4080
88845 49 8794.4326
95566 49 6484.6021
49 109028 8822.4805
111658 49 5289.6812
117932 49 6990.0791
50 42190 4230.9180
50 70734 3731.8721
71385 50 3563.4670
102889 50 9157.8594
119346 50 2103.9341
51 64418 6022.5742
29712 52 2795.4370
39507 52 667.1920
52 72398 5725.6069
53 20193 2783.7461
37325 53 5232.2832
53 56482 5917.0840
74947 53 4281.3218
78826 53 7909.6221
53 97971 7634.7559
53 113577 9664.9453
6578 54 5100.4492
44340 54 7013.6782
45433 54 52.3330
54 78990 6676.4561
54 99902 280.3910
54 115107 6243.3501
120493 54 9516.3867
7250 55 375.8380
55 21006 7185.8311
33486 55 3973.1479
106641 55 9170.2725
126581 55 3670.4341
84002 56 2795.6279
56 112804 4459.9531
276 57 3176.8650
57 3874 9542.8984
57 65634 708.1770
57 69289 9256.6836
57 107777 1217.1100
57 108477 2812.1111
128076 57 7795.6099
22749 58 6528.8989
58 34308 3479.3030
58 78574 3521.2180
95814 58 9312.6445
106674 58 1227.9380
58 127418 1954.6541
59 28465 3593.9670
120550 59 1653.9130
7580 60 9589.4102
60 12505 3258.9121
60 14547 6754.3618
31205 60 9119.4404
60 71942 5827.5981
124199 60 5947.1699
61 54866 9399.8311
62 4657 2070.9480
42554 62 7979.9102
62 82640 9775.6699
86480 62 9256.7793
62 90128 1953.0580
126882 62 1462.2939
43091 63 5443.5649
45344 63 7265.0381
63 51493 8438.5986
63 108501 1136.7830
63 113207 6807.9370
63 115146 9146.7764
26979 64 393.4670
64 36465 8025.0469
56104 64 1958.8870
64 78645 8189.0781
81745 64 7070.2979
83113 64 7954.5430
64 99124 4226.6479
127860 64 6382.9429
376 65 9182.4814
36399 65 6181.3018
65 42137 9976.9102
45279 65 3352.7461
55337 65 8287.0654
66 21676 5752.1748
67 8580 2623.4609
67 10956 7406.5049
47620 67 1579.7729
67 103137 8570.6309
67 120256 9322.6895
68 3633 3650.7209
66138 68 6550.5410
76623 68 1614.7111
68 87126 5423.8521
68 125257 1019.9510
68 126465 3077.0049
69 43384 3383.7700
69 77612 8284.9902
69 83271 1515.6040
122744 69 4520.5532
27142 70 5092.9268
70 36913 662.3800
70 38831 4914.0200
50174 70 5634.3262
55424 70 5137.6191
70 56744 5619.4502
89269 70 2704.6240
71 3491 5608.5142
39025 71 2362.4500
71 106766 9087.5674
72 48359 7307.3481
56210 72 8543.7529
63503 72 1580.8290
64174 72 660.0940
72 68136 9347.1699
72 98747 9849.3564
102730 72 3283.5549
72 123886 9270.0273
73 70494 1429.1290
73 78039 4370.5391
73 82784 1109.0680
113823 73 7596.2021
123968 73 921.0800
73 125029 5240.1309
28194 74 5536.4072
74 31909 4457.3838
74 55573 8317.1357
64134 74 8920.1768
124349 74 2742.3740
128269 74 2349.0920
17913 75 5957.0820
41501 75 351.6530
75 42181 5527.8242
75 69523 871.1020
75 76115 5985.9790
75 77961 3181.7959
89247 75 9006.9053
75 108888 1206.9550
121918 75 8790.3096
76 11133 1369.3550
76 107724 2810.8740
7511 77 6097.6582
77 24805 2429.4600
77 90263 4391.7031
77 94655 9274.1055
77 103141 4292.9819
124712 77 6757.4121
28732 78 2557.6599
49435 78 3563.0100
118821 78 702.8930
79 2218 6928.1992
17078 79 7188.4302
79 17874 8299.0957
44052 79 365.6320
58265 79 2428.5620
59714 79 6351.8550
79 81310 4823.0161
96315 79 3262.0500
9922 80 7788.3838
80 73750 81.7420
107110 80 5611.1431
81 24264 3745.4661
70060 81 433.3950
90233 81 3655.3191
47443 82 4616.5679
58772 82 6419.3740
82 73455 9353.4668
82 103670 6139.8252
123231 82 142.6810
37625 83 8143.7778
81660 83 7509.1812
83 105547 2953.5549
30115 84 6757.7881
84 39551 2454.9929
84 60456 9861.6104
84 63701 6031.8931
73481 84 6747.9761
99550 84 6619.0220
84 99832 1105.9060
113680 84 2827.3379
84 126347 7321.9160
84 126362 550.4570
3664 85 15.7680
85 9237 8137.3638
85 25602 916.0890
35875 85 2444.3301
47915 85 4489.2192
117485 85 8255.4570
50130 86 5706.3809
76016 86 2277.6030
9662 87 8337.1992
87 41468 3833.8760
52000 87 6023.0688
87 79125 8770.5938
90451 87 5.5470
87 97003 3155.9890
87 113081 7706.3198
119844 87 9359.0146
1514 88 1812.1670
12603 88 7849.0010
88 37742 7502.7930
56036 88 1837.7000
88 112171 3318.9080
89 44954 6776.9331
53726 89 4292.6929
60499 89 3180.5190
64620 89 2808.8269
67252 89 3557.0210
89 111571 2315.8931
90 123222 6431.0850
91 13062 6384.3589
87330 91 9637.8086
91 98507 6981.5420
42110 92 6400.1279
92 54097 291.5250
92 125481 7897.6318
126300 92 8844.4580
1169 93 7297.0962
93 28774 8669.4414
59957 93 7067.1909
93 66310 9574.6992
93 82797 9522.9932
93 128762 901.0670
94 3119 8114.1201
20807 94 8293.5869
27698 94 906.6150
31625 94 3786.4619
44845 94 8516.2598
45365 94 2781.9819
94 55160 8114.9810
94 88272 8881.6133
94 102458 284.7750
95 21751 9952.6807
55496 95 2200.5220
95 86319 9578.0596
108756 95 6761.7261
96 46633 7897.3931
71021 96 4903.2388
92115 96 318.7480
118699 96 213.2860
97 58202 1334.3240
1099 98 6703.1069
98 17904 2367.4480
98 31020 8315.8672
98 57406 3103.2351
20683 99 2658.9729
20733 99 8729.8506
73037 99 4464.0459
100234 99 9956.0703
105005 99 7399.2920
3852 100 4047.5891
18512 100 2047.1210
100 51032 6922.2852
100 62203 4948.6572
85782 100 2677.5940
100 89749 7732.2251
36249 101 8371.6240
101 38708 8980.4082
101 57598 8764.8369
101 84900 1153.6060
101 93932 7095.3892
107728 101 162.8020
118609 101 3954.7329
102 103929 7048.0698
103 3081 4879.6758
43815 103 6049.1450
103 82329 3809.7959
103 82493 2777.0691
106560 103 952.3850
119767 103 4128.5439
120729 103 5506.7080
103 120823 2286.7090
103 122834 3348.0039
103 125856 390.5080
104 6694 3118.9280
104 20944 6451.2388
104 51995 3049.4810
104 53386 1848.7791
104 66854 3431.6370
125073 104 5521.9028
105 31513 1764.4240
105 37529 7479.2271
105 53877 85.3770
105 62042 8686.7090
69517 105 4944.2358
55488 106 5279.3232
151 107 8935.2861
8117 107 5832.2119
107 11183 4259.7310
107 55241 216.4750
107 70499 6985.8179
107 98967 1355.1200
107 106364 379.2780
108 22875 3456.9031
51247 108 919.5420
108 56057 5258.9541
108 121185 9506.0479
18576 109 7245.6899
109 37825 8036.0239
5219 110 2974.7849
110 13293 3890.5869
110 22019 6059.0840
110 61035 5261.4951
82694 110 7238.5908
96227 110 6449.5918
110 127490 8380.4229
111 35755 6206.1821
111 38110 2015.4250
111 70754 2745.5549
77156 111 2154.1721
95711 111 7537.3291
111 104474 4509.9790
112 15696 9633.3994
112 21061 139.0580
22231 112 5713.0400
112 97318 7093.9868
111100 112 5418.3809
112 116374 4648.3271
50145 113 2926.1990
113 50463 9678.1123
113 55416 4864.8018
69021 113 2428.3689
113 75671 3549.5840
114 42982 5244.0801
115 65081 8401.6240
112501 115 6985.4780
115 120997 3019.3870
116 53261 7907.6719
116 65978 4231.1680
116 68694 3571.7629
23229 117 882.4580
117 26106 638.1070
117 32709 9630.8467
86806 117 8660.3047
95079 117 7876.6982
110634 117 6080.4390
15167 118 9557.0801
42135 118 6599.2329
42144 118 612.2160
118 43345 2302.6350
53134 118 8753.4053
118 63856 8149.5449
85492 118 6812.6138
118 98331 903.1560
118 108178 804.9550
119 382 5042.0068
22484 119 7997.1431
119 38503 6223.3359
80183 119 9690.3340
88599 119 923.3420
120 43022 8417.7998
43951 120 7071.4878
120 54165 5868.0630
120 61652 4483.7358
61679 121 4831.9209
21257 122 4269.6870
37947 122 1469.2140
119941 122 7851.3081
123 38690 4693.7109
71625 123 5700.3828
123 75234 3939.4231
123 115740 5576.1689
123 120907 6338.4902
124 10509 3570.2700
124 23248 6752.8262
124 33052 6731.5410
44848 124 2167.0610
49249 124 6309.9072
124 50579 3330.7739
57670 124 2779.2771
82931 124 1128.8940
89949 124 4600.5308
107683 124 3445.1750
9478 125 7941.5088
125 25171 5503.6870
125 33747 4250.1299
125 34263 2983.5161
125 43339 3500.8301
54286 125 2989.8191
125 76576 5190.2021
125 78961 6940.5239
87446 125 1407.6190
87453 125 4778.0420
98598 125 2808.5869
125 104462 5891.3560
125077 125 2126.3149
125 126988 7078.2739
126 2963 9876.9219
24482 126 2493.9751
126 26050 1771.9850
126 47060 5577.3052
126 70758 6433.3979
76776 126 9864.5068
126 84843 4432.1479
122560 126 3.6680
127 27339 9133.6846
36984 128 3680.0410
85753 128 4687.0811
94931 128 5443.5918
128 101425 9527.1670
128 109054 7466.3589
7031 129 6572.4868
17387 129 4127.6982
38234 129 3427.8860
130 990 7030.3481
1016 130 9631.3848
130 30279 7678.0161
130 37621 2530.2161
130 59657 3132.2151
69723 130 3184.1870
72339 130 236.7700
119544 130 2589.0911
131 8618 7108.1592
131 14355 5014.8120
20081 131 5397.6782
131 41477 2999.5149
131 62283 9657.4805
131 78074 4992.3042
131 108246 2876.4370
132 44610 2151.4551
47542 132 9280.6406
133 7164 970.0950
133 28475 8584.8535
133 38105 1661.5000
41855 133 7918.5952
42826 133 1104.8740
102678 133 795.1860
133 121324 1598.6360
134 100061 5791.9561
116160 134 8755.1299
12713 135 3642.1550
23495 135 3258.3149
135 25774 7843.9692
135 81448 7769.8530
98302 135 6686.2012
119583 135 4874.3169
122675 135 7401.2378
136 8978 6880.5688
49479 136 9920.8848
53098 136 3049.8049
136 55470 2581.1089
137 49227 157.6550
137 111196 5638.8960
21675 138 9689.2676
138 33568 7688.8198
138 50366 3552.9260
58482 138 2688.7830
77900 138 7346.2998
117867 138 1061.5820
138 120011 8081.5718
120070 138 2014.1071
20116 139 2858.5750
28606 139 1568.0190
52956 139 598.9610
80896 139 4520.0762
100456 139 2002.9659
139 111505 1703.8361
100347 140 7831.6138
122066 140 6117.9541
141 108660 7495.7920
82564 142 9103.0957
143 14945 9760.1094
41364 143 3270.4590
103146 143 6947.0659
144 116323 7529.9619
145 12430 2473.0120
145 55767 4337.7349
59904 145 4931.2002
66056 145 1869.9330
145 102445 4258.6211
114701 145 7981.0049
118538 145 4451.0420
145 118740 6932.6279
146 52591 6136.2529
60023 147 4140.3101
76916 147 4621.4482
148 1841 9689.1787
148 16937 9345.4453
148 21843 4484.1001
148 29902 750.7610
29931 148 7427.0181
148 70701 6498.2080
84607 148 3609.3369
149 471 1511.3890
149 19190 9613.5215
19381 149 645.7650
28774 149 3514.3560
34440 149 1317.3571
36194 149 993.7310
49332 149 9632.3096
58386 149 1329.5010
75951 149 96.8270
113663 149 9392.4199
150 1232 7116.3120
30186 150 9560.2451
150 80350 6922.3818
91954 150 9589.3242
95097 150 3897.9810
150 113325 4369.9351
113325 150 4369.9351
151 98967 8156.6021
151 104503 2350.9399
113605 151 8426.6523
151 120493 5089.2300
29143 152 8487.1943
38588 152 2566.9629
152 97897 2227.0310
152 99444 692.7250
152 100651 1912.4080
21074 153 6711.1309
32171 153 1443.4871
39988 153 1855.7780
42626 153 5725.6909
6831 154 7569.1758
154 30086 5883.5200
154 36079 5339.2129
50286 154 731.2930
154 63432 9397.8760
66505 154 9172.9219
154 69365 4241.3760
154 85246 1546.5380
121339 154 502.4240
5730 155 6854.5552
56516 155 938.9580
80175 155 7618.7358
100715 155 6414.8008
156 7670 377.6930
80207 156 9724.4131
81142 156 312.7820
85415 156 4747.6279
101231 156 3700.0229
157 14589 985.7360
157 20996 7098.5679
78053 157 2126.6750
157 117017 6074.9658
23907 158 8102.1138
158 43618 7209.9902
158 79585 818.3490
158 99721 8794.8398
100124 158 9122.3994
158 106622 7529.4810
158 122713 2754.6790
159 7825 3494.5291
159 17944 5771.5239
159 60517 2840.2070
159 81478 1894.4010
115373 159 1110.7371
118743 159 3571.5000
159 120126 1292.2770
120456 159 283.6600
2662 160 329.2280
160 55211 2838.8159
160 63924 3302.4360
160 80119 7183.7832
160 99194 6294.1260
102064 160 921.1720
160 110321 3598.5840
160 120740 6671.8188
8646 161 645.5850
12935 161 6427.7178
161 13246 1419.4470
22785 161 4345.6079
161 38622 7413.4541
39285 161 1034.3680
60476 161 8988.6357
162 1605 6004.7729
162 54974 1652.8340
70413 162 6198.6260
162 74310 6823.1221
162 82772 2964.0259
89757 162 7837.3770
162 114025 4352.6030
163 31128 5718.7051
163 37946 1331.9070
46568 163 2640.4800
59271 163 8558.9121
163 76654 3226.3081
163 77472 3751.2170
163 98617 4646.7642
164 4116 7034.9380
164 21016 6551.2290
22195 164 4975.9922
164 26582 2390.1060
164 65322 9853.6650
82468 164 4676.1279
164 101309 8684.2324
124270 164 3291.1899
35303 165 8274.7119
41775 165 5356.0518
51221 165 3936.7749
51541 165 4702.4312
165 69153 9291.8506
72093 165 798.7360
37957 166 4632.2368
50787 166 2842.5710
90675 166 9787.3721
166 119341 637.0100
120706 166 4495.4058
13571 167 5985.9980
167 48118 7460.1328
54859 167 7459.4321
167 100447 3823.3760
120166 167 4329.0879
168 54055 3178.1379
54940 168 7671.6348
168 86641 6969.5679
168 125301 4253.4019
84423 169 3414.2949
9290 170 3237.1379
170 21824 1416.5190
170 24943 2965.5850
67098 170 9788.3672
71990 170 8908.8633
170 104344 5355.6909
170 126378 9642.0332
127628 170 3584.9910
6622 171 4039.9241
171 19602 2933.2229
19602 171 2933.2229
20776 171 1912.3280
27567 171 9386.3496
114034 171 1594.8390
125018 171 3720.5310
172 80153 2701.4380
4094 173 6227.0762
173 9736 6563.1030
44321 173 5005.1621
174 24772 1058.5090
24772 174 1058.5090
104799 174 3507.5129
174 105486 4324.2202
16357 175 1034.2930
13834 176 7330.8892
47411 176 8653.3076
83623 176 4212.4312
98791 176 7518.8760
176 118926 8139.2290
177 8388 982.1860
177 65385 3449.5229
97464 177 1376.3669
177 100458 4915.0571
178 15321 6415.1089
178 22968 1164.7340
178 23816 3823.9199
36517 178 1770.8000
178 77861 3323.1189
97649 178 7408.9121
104828 178 8327.0762
179 19590 8772.6943
35924 179 4301.3198
179 50956 2755.7561
54446 179 675.3970
179 58723 5896.1592
62522 179 6476.2881
179 91319 3376.8350
109191 179 2123.2351
179 111937 5555.7432
57157 180 898.3500
181 12451 8987.3223
63576 181 6614.2520
63807 181 4405.8628
69170 181 5827.8940
181 71292 7648.5449
181 92715 4253.1040
99094 181 6997.5552
181 121514 4377.3291
182 19439 1771.9800
39237 182 5136.7842
52782 182 7875.8672
182 52783 7737.8550
87146 182 9029.5029
95641 182 2790.9241
117657 182 4152.9639
182 124530 194.2370
183 32595 9131.1963
183 38599 8440.1172
183 39648 6033.7090
59932 183 6540.1079
183 88697 9283.5449
100151 183 4806.4028
103768 183 841.4280
183 121896 2039.3020
184 89373 7998.1519
185 37520 9253.9395
185 83594 1031.9420
185 84464 3891.3401
118186 185 1377.1750
185 124966 6587.6851
186 22425 4789.6899
27516 186 2880.8491
33164 186 3201.9370
34793 186 9195.5527
186 37443 1225.0959
186 42632 3366.8340
186 63147 3448.6570
71756 186 8222.6514
84920 186 260.5150
186 91151 7736.9888
187 17787 5875.7871
187 103499 8136.3818
188 30957 5474.8442
188 56447 4905.2900
86121 188 3443.6580
188 98069 2144.1609
106311 188 7615.8789
188 127057 2574.8550
19587 189 584.2780
189 19738 6165.9399
189 51692 1631.3149
74565 189 9867.8232
189 96953 3488.6960
189 97774 4989.0962
1973 190 4423.4771
190 38931 1486.8480
45058 190 4243.0352
82786 190 5455.4189
190 88565 5378.1880
190 121446 5620.2100
82507 191 2043.1040
191 103285 167.8780
192 3251 1017.4120
192 7243 7761.3931
192 92806 1879.7830
116595 192 2242.5081
14902 193 3644.5801
43779 193 5328.4399
60951 193 465.1590
65653 193 6421.4468
193 86065 5581.7808
193 92805 8857.2979
193 101682 4557.8301
194 3625 3572.9780
194 20997 6278.9399
32714 194 517.8400
55675 194 5717.1392
58509 194 6411.1709
194 61547 3092.6951
194 62062 8817.7686
194 75933 2577.1121
105282 194 4724.0112
195 8290 1201.9440
195 60074 8582.1602
195 79308 9713.1074
195 93576 5625.4219
195 105950 69.0080
195 107633 6472.4941
195 123850 3597.1931
195 124554 7963.5488
196 18958 4609.0571
196 24189 8156.6499
28094 196 647.7790
28747 196 5626.4692
196 64059 8434.3945
80578 196 5043.9150
196 126773 7868.9771
197 10101 4595.3271
20925 197 2888.7070
197 41001 850.4880
58787 197 1016.7750
197 80308 8470.4893
120072 197 9707.7861
7786 198 8090.9570
19564 198 2043.4670
198 28828 8503.0781
61977 198 8608.7969
198 66403 276.9580
198 100699 4914.2490
199 27159 1701.4930
199 49808 9094.7266
19062 200 7.7130
28610 200 8941.8564
200 35727 296.6710
56199 200 8589.8730
57988 200 1171.3149
66725 200 8438.4453
99613 200 1175.2340
201 22155 7643.8091
26112 201 4551.9912
69044 201 1655.1350
83378 201 2252.8660
110762 201 5224.9932
201 118191 4819.2661
127231 201 395.6870
202 113877 3659.3879
20372 203 9863.1807
203 52115 8264.6641
203 74711 8254.7158
85810 203 2751.8889
203 94265 1631.5040
203 121296 1787.8430
203 127846 1222.3781
44193 204 3855.6421
204 48468 9878.7998
123610 204 5782.1968
125138 204 2358.7200
204 125852 8487.5967
205 23041 6059.1548
205 39414 9789.3223
41378 205 2705.4419
205 43020 7670.2339
89606 205 2313.3870
205 91847 1647.2980
205 97321 483.2570
206 16869 903.2610
20513 206 5334.9648
206 21850 8921.7031
108799 206 4594.8472
117776 206 5495.1270
121008 206 5990.0459
206 125717 8766.3340
207 3818 264.3450
65042 207 1215.0389
207 80537 3585.6001
61532 208 660.0330
208 84190 7390.7788
84764 208 3448.7820
93429 208 1441.0490
95620 208 8161.8472
208 100138 6200.6709
101838 208 3072.5540
103834 208 9949.6904
105250 208 9939.4014
209 5034 6928.1958
9949 209 9828.4902
209 15551 5721.5981
55619 209 9286.9170
209 59551 832.4400
64729 209 4297.1050
91602 209 1592.5909
209 112579 3537.8821
2767 210 1967.3390
35327 210 3905.9780
43623 210 7701.5332
210 55235 2450.5959
210 67228 7325.5908
69688 210 3036.4980
210 89183 3888.6509
210 114602 1920.4380
211 14344 1047.9771
211 22803 9878.6973
211 27834 686.7720
211 50451 1312.3230
211 51625 3610.0879
211 51994 6788.7251
211 106553 4488.7080
212 6747 1000.8680
58785 212 237.5070
212 71993 5929.7568
79618 212 9162.7148
212 123277 8954.5303
213 29723 1518.6630
213 46753 1628.7581
213 62309 8893.9307
213 69406 8446.8604
69939 213 1457.2480
213 123744 7131.8809
55844 214 250.1290
215 22471 2289.6880
41071 215 1428.9860
63423 215 4359.0718
215 81076 8343.9229
215 124653 3396.3250
42232 216 8265.0498
216 78935 6045.4561
216 79078 5846.9209
125470 216 5590.6421
5476 217 1598.3060
13171 217 2251.9250
17743 217 27.4320
217 30766 2646.2839
66977 217 4646.9741
117430 217 3230.5569
218 80812 6474.9590
219 13317 8257.0635
219 25957 19.2820
29790 219 3480.0190
35986 219 1774.2830
219 61410 2773.1411
110851 219 1926.1281
219 121735 3453.3501
127885 219 1727.6710
220 5942 3444.7920
29414 220 5082.1079
220 33865 621.6020
220 36110 4408.0039
220 128001 9055.7090
221 18631 269.8350
27577 221 7174.4849
48607 221 1345.3970
221 65861 1698.8210
221 84181 1533.5570
222 13300 2205.6721
222 15416 5095.1460
222 32827 9798.6074
70298 222 8251.1279
93054 222 3458.4189
108824 222 7905.6011
115831 222 2365.7871
119132 222 8226.6963
1039 223 7933.0342
9853 223 7528.4229
223 14799 2873.6709
223 21929 1163.5909
40482 224 4003.3821
54665 224 3647.0859
224 100322 3699.2251
224 108714 9999.7529
224 111619 5421.3691
15562 225 6472.3662
19818 225 1925.8810
22245 225 8874.7188
225 29476 716.3890
225 29987 7887.0249
225 39523 3956.8279
63002 225 3854.3430
77021 225 4811.3809
81364 225 5528.8892
110006 225 4124.1782
225 114815 1985.8660
225 128104 9390.6377
226 84940 5822.9990
86096 226 6035.7749
226 102933 1596.3110
226 114671 3434.4971
128204 226 8350.7354
15733 227 2363.7910
27138 227 9409.2676
17664 228 6256.3359
28126 228 4729.5781
38674 228 7635.9648
228 39480 6705.7222
228 63987 2258.0010
228 124669 3025.9880
51403 229 385.6650
55776 229 8777.7354
123415 229 6673.0742
1899 230 4084.8899
10039 230 8777.4883
230 57830 2094.4431
67872 230 3073.6079
96553 230 3219.7219
230 112701 3485.5139
230 126699 3789.9971
231 15225 3623.0991
231 15715 9958.6943
231 22089 7644.3398
231 29884 8434.4814
231 30774 5487.5830
231 32167 1768.5179
32821 231 420.3470
51787 231 4878.2222
57872 231 7591.5171
231 63212 8972.4746
66107 231 6474.5332
231 97205 3542.3660
231 112209 7323.2100
231 112309 8838.3242
232 19898 2951.6350
44777 232 3579.5459
232 54839 6084.2549
90339 232 3103.9519
232 97326 285.2690
107796 232 8342.2559
58421 233 6129.9399
87412 233 670.9340
234 88761 9636.3438
96609 234 2803.0139
102878 234 7272.1768
234 114729 930.1840
234 125278 7413.8091
33964 235 345.7850
235 34597 4149.9058
235 72391 899.3230
8136 236 4135.7832
15208 236 7773.0059
24401 236 858.0180
236 33928 1780.1230
35510 236 8723.8389
236 53080 8861.9531
61822 236 6064.9941
86987 236 1660.5380
89292 236 3740.1750
121792 236 6172.8628
237 16084 633.0130
92586 237 2731.0601
99890 237 9715.2305
237 122439 7956.2231
2124 238 4085.7371
238 77622 5183.2168
100606 238 4052.1221
107221 238 169.9920
24132 239 8287.1689
239 35736 6853.7432
239 38281 1028.6000
239 40647 6933.4609
44440 239 41.0290
53097 239 3181.2959
99804 239 2252.8269
240 33845 7313.2061
46846 240 4111.4810
240 95677 9666.6357
240 97947 175.3440
99771 240 777.7390
129164 240 3082.3110
82025 241 4311.1270
242 7242 1067.0970
33825 242 6456.6812
46642 242 8607.6016
242 80394 9790.9355
242 101226 5318.6348
101308 242 4672.5962
46027 243 1451.4750
54492 243 1575.1620
94023 243 3361.8120
7763 244 2084.4880
244 82279 4306.2231
85917 244 3077.0420
98578 244 2557.0640
244 99179 908.3120
244 102874 8260.2588
245 21690 6609.1860
246 26755 3594.6560
112960 246 9063.7803
8401 247 3462.9290
11558 247 4623.2559
247 12747 5997.2412
58869 247 3503.9580
247 77201 7804.5532
247 112485 8250.0684
7642 248 817.1650
42399 248 4432.3862
53892 248 433.0560
248 88868 992.5090
248 90807 5210.1250
